text,score,title
"Fed govt was made from Old White Racist men, its time for the Constitution to be updated.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Republicans don’t care about the border.,0,Republican ADMITS What Is Behind Killing Border Deal
Make it privately owned.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
No money for Ukraine. American Bureaucratic Goverment is putting on a giant ruse of border securuty because they want to channel money to Ukraine. So fake!,0,Republican ADMITS What Is Behind Killing Border Deal
Abbott is a dumb useless Governor needs to be voted out and one day he will lose him and his crooked AG Ken Loser Paxton,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Democrats destroying America and fat ass turkey is trying to defend this corrupt government!,1,Republican ADMITS What Is Behind Killing Border Deal
🗣💨 Forced the jab... Millions of jobs lost... Inflation.... Sent Billions to Ukraine... Sent Multi Multi Billions to Israel for genocide.... Let hundreds of thousands of illegal immigrants in the country... What's next from these people? Say NO to Joe. Vote him out in November.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
It’s called breaking a few eggs to make an omelette,0,Republican ADMITS What Is Behind Killing Border Deal
YOUR AN IDIOT,1,Republican ADMITS What Is Behind Killing Border Deal
STAND YOUR GROUND NATIONAL ARMY  !!!!!,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Democrats want to destroy the USA because they are too stupid to see that they are being used as pawns by the WEF. 😂,1,Republican ADMITS What Is Behind Killing Border Deal
"Absolute lie ,read the bill watch congress not this crap",1,Republican ADMITS What Is Behind Killing Border Deal
Oh...n u a$$holes arent getting kicked out of housing yo make room for criminals.  Way to ho scumbags!,1,Republican ADMITS What Is Behind Killing Border Deal
Only an idiot would believe this bill would solve anything. Except joe biden's temporary political problems,1,Republican ADMITS What Is Behind Killing Border Deal
This whole vieo is stupid and full of lies and errors,1,Republican ADMITS What Is Behind Killing Border Deal
Is Trump defunding the aid to Ukraine because Ukraine would not help trump gather dirt on biden.  Or is it because Putin is dangling a trump hotel in red square in exchange of defunding arms for Ukraine.,0,Republican ADMITS What Is Behind Killing Border Deal
I seen this fat guy on P Morgan.....he justs screams and call everyone a racist bigot like it means anything anymore.  Left wingers have crazy issues,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
You are a binch of idiots,1,Republican ADMITS What Is Behind Killing Border Deal
You lying pieces of feces….it’s BIDENS problem and failure….not Trump’s,1,Republican ADMITS What Is Behind Killing Border Deal
Texas is a sh*t hole state with a prick for a governor.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
The Ukraine don’t have shit to do with the border and doesn’t deserve nomore funding I’m with the republicans taking a stand,0,Republican ADMITS What Is Behind Killing Border Deal
This is Texas not every state we have in our on Constitution 😊,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Isn't it amasing how you speak with a middle east accent. I call bs,0,Republican ADMITS What Is Behind Killing Border Deal
The border is federal property and the state has no jurisdiction on the border  !!!! These IDIOTS in the REPUCKLICAN TALEBAN PARTY don't give a dam about anything that has to do with LAW AND ORDER  !!!!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Once again jealousy rears its ugly head in the form of this 1/2-wit commentator,0,Republican ADMITS What Is Behind Killing Border Deal
Y'all are useful idiots commies,1,Republican ADMITS What Is Behind Killing Border Deal
"Glad to see you shills have so few views.  What a joke. And a ridiculous solution.  Keep sucking , you're almost finished being relevant.",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Federal government is corrupt to the core, pieces of crap!",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Joe Biden is an ‘illegal criminal ‘needs to be ‘impeached and life ‘in prison for treason, traitor and accepting bribes from foreign countries. Get rid of this piece of shit now.🇺🇸",1,Republican ADMITS What Is Behind Killing Border Deal
"There will be an alien 👽 invasion on October 22nd, 2033.   Be prepared earth 🌎.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
My family has lived in Texas when it was part of Mexico we currently have a gang of conservative thugs and criminals running the state government I am sick of it.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Progressives can forget about minimum wage increases, these illegals will do the job for half of what you idiots are demanding 😂😂😂",1,Republican ADMITS What Is Behind Killing Border Deal
They cant fix problems they would have nothing to run on. Their culture war is all they have.,0,Republican ADMITS What Is Behind Killing Border Deal
Absolutely NOT NO NO COURT OVER RODE. THIS IS A PERIMETER DURING A WAR,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
The stupidity of MAGAts has no limit.,1,Republican ADMITS What Is Behind Killing Border Deal
Republicans are the worst humans in one of the worst countries...what an embarrassment to the rest of us.,0,Republican ADMITS What Is Behind Killing Border Deal
DEPORT ALIENS CLOSE BORDER THIS PROGRAMMING SUCKS toes,1,Republican ADMITS What Is Behind Killing Border Deal
Biden has already deported more people than trump did in 4 years   But don’t let facts get in the way of,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Can't wait till Trump is back.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Y’all reporting on lies too? Damn you MSM,1,Republican ADMITS What Is Behind Killing Border Deal
WE stand with Texas - Send Everybody there!!! All You governors quit ‘standing’ - Send All Our brave national guardsmen!!!  Send Sysco & Habitat for Humanity to cook meals!!!  Bring the porto’lets!!!  WE guess We have to make a wall out of … US!!!,0,Republican ADMITS What Is Behind Killing Border Deal
I think you both should listen to your show  every day at the end of it. So you both can hear how ridiculous and stupid you both sound. I have no idea how either of you have a JOB!!  Both of your voices are so damn annoying.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"We had razor wire ??  Lmao had no idea but that’s still disgusting that we have it there , good shit gov",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Should have the gates and doors remove from their property and send all the migrants to their house.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"TYT got sand in their vaginas and TDS so bad its hilarious. I came here for the lulz, not the shitty opinions and fake news reports 😂😂😂",1,Republican ADMITS What Is Behind Killing Border Deal
What a stupid show fu tyt,1,Republican ADMITS What Is Behind Killing Border Deal
"TYT, what do you know about what's best for the American people?  You're just full of shit!!",1,Republican ADMITS What Is Behind Killing Border Deal
"MEGA, MAKE AMERICA GREAT AGAIN.  Can you idiot's please tell me what's wrong with that?",1,Republican ADMITS What Is Behind Killing Border Deal
The state of texas needs to increase severance taxes to offset costs of illegal immigration,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
You guys are pathetic. So with the lies. Or stupidity. Whichever. Just stop,1,Republican ADMITS What Is Behind Killing Border Deal
Fake news crap !!! Ya all can eat a bag of dics !!! Especially fat boy with the big mouth 😅😅😅,1,Republican ADMITS What Is Behind Killing Border Deal
As a Purple Heart Usmc veteran I have to say.. I witnessed smarter crap in the porta John’s in Iraq then all of you dumb f… on this channel.. And that’s a fact.. FACT… Fact!!!!!!,1,Republican ADMITS What Is Behind Killing Border Deal
Hawley runs like a little girl with her panties on fire .,0,Republican ADMITS What Is Behind Killing Border Deal
This is a joke 😂 go to Brasil and allow your tourist visa to expire and see what happens 😂😂,0,Republican ADMITS What Is Behind Killing Border Deal
Yall are dumb,1,Republican ADMITS What Is Behind Killing Border Deal
Send them back to their 3rd world shit holes. Nobody invited them here.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
The dude is an idiot amd not funny. Embarrassing.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Apparently the bill actually doesn't address the border.  It was a bunch of money to israel and Ukraine.,0,Republican ADMITS What Is Behind Killing Border Deal
We do not want five thousand people in our country a day.  We don't want them to have amniesty for millions 🎉. This is wrong.,0,Republican ADMITS What Is Behind Killing Border Deal
Who gives a shit what what that idiot trump wants or thinks. Lock his ass up already! Treasonous traitor,1,Republican ADMITS What Is Behind Killing Border Deal
Once Texas doesn’t let Biden in.  He will just create a natural disaster with the weather control machines we seen on BBC and discovery channel that conveniently disappeared no one talks about anymore. lol.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Leftist trash channel. This channels hate America.,1,Republican ADMITS What Is Behind Killing Border Deal
"The Young Jerks😂, please get rid of this hateful woman we don't like her.",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Dude the Dems 😮bill wants to allow up to 8500 illegals per day before closing the border. But you are not telling the truth. You’re a trouble maker.,0,Republican ADMITS What Is Behind Killing Border Deal
ONLY ACCEPTABLE BORDER DEAL IS NO ILLEGALS 😡😡😡,0,Republican ADMITS What Is Behind Killing Border Deal
Are these idiots for real. This is full of lies .,1,Republican ADMITS What Is Behind Killing Border Deal
"Cant wait to replace all the white assholes, with IMMIGRANTS! YAH!",1,Republican ADMITS What Is Behind Killing Border Deal
Here we go why are you talking abortions you cuck federal government doesn’t win over state,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Another eye roller from TYT,0,Republican ADMITS What Is Behind Killing Border Deal
You Young turds are just ignorant and GOD HATERS. i have pitty for you guys.,1,Republican ADMITS What Is Behind Killing Border Deal
Does anyone support Biden at this point? You gotta be pretty TARDED to think this shit is a good thing 😂this will destroy the country,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
You guys are so full of crap. Democrats want bills passed that you have to pass first to find out whats in it.,1,Republican ADMITS What Is Behind Killing Border Deal
A piece of crap by any other name would spell Young Turks.,1,Republican ADMITS What Is Behind Killing Border Deal
"Hey ass hat!! They don't want to close the boarders, They want an amnesty bill. It's what they wanted from the beginning. Pass HR2 and then Ukraine and Israel get their money. Stop Gas lighting your listeners like their morons, or maybe they are.",1,Republican ADMITS What Is Behind Killing Border Deal
You know what you schmucks that heed to the want and needs of a un elected Bureaucracy UN fuk the commie CCCP,1,Republican ADMITS What Is Behind Killing Border Deal
Why is this jackass bringing up machine guns.  NO BODY DROUGHT THAT UP,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Biden lies like he always does he  wasn't going to close the border.,0,Republican ADMITS What Is Behind Killing Border Deal
Does Biden prefer to war with America to defend illegals? If so he has betrayed America and its constitution.,0,Republican ADMITS What Is Behind Killing Border Deal
this guy is a super clown why youtube keep recommend this crap I don't watch this stop recommending this crap these people aRE BRAIN DEAD,1,Republican ADMITS What Is Behind Killing Border Deal
No i don't want no part of this Media... They are protecting comminist at it's best ...,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
If it is an urgent problem then it shouldn't be thrown in with things that's not being approved it should be separately brought upon Congress if it's urgent,0,Republican ADMITS What Is Behind Killing Border Deal
"All illegals need to go back where they came from, it's not a right to live in this country and we don't want the garbage",1,Republican ADMITS What Is Behind Killing Border Deal
"Now Texas needs to dig a long border water  canal, fill it with crocodiles and say that this is our new state reserve.😂",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
You people are twisted minded against the Americans people... Keep making jokes it's going to bit you on the ass ..,1,Republican ADMITS What Is Behind Killing Border Deal
"It was a dog shit deal, you people suck.",1,Republican ADMITS What Is Behind Killing Border Deal
Fuck the supreme Court!!! Texas forever God bless Texas !,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Close the fuckin border.. unvetted, undocument people pouring into the country sucking the tit off the american worker taxpayjng dollars.. eat a dick",1,Republican ADMITS What Is Behind Killing Border Deal
Lara is not humen! Trump is a women rapeing monster! Trump is filling his diaper! Everyday! We have to stop this monster!,1,Republican ADMITS What Is Behind Killing Border Deal
That is bull crap!!!!!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"I used to go to TYT and fact check elsewhere. Now because of Ana’s more centrist views, I watch her to fact check.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
You stupid ass.... Biden already showed his allegiance to freaking illegal immigrants more than the American people! How about he tries to represent instead of rule over... Hypocrite!!!,1,Republican ADMITS What Is Behind Killing Border Deal
Your entire news outlet is horrible.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
What a Bunch of crap shut up you ass holes are destroying this country,1,Republican ADMITS What Is Behind Killing Border Deal
You are a lier,0,Republican ADMITS What Is Behind Killing Border Deal
Send all new ILLEGAL IMMIGRANTS TO MARTHAS VINEYARDS!!,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
You notice these Turk fu-ks wont talk what's actually in this open border bill. Texas doesn't need a useless bill to defend it's border    Fu-k the Supreme Court and Democrats and especially Joey Biden,1,Republican ADMITS What Is Behind Killing Border Deal
The left follows the law huh 😂😂😂😂😂😂what a fukkin joke you are cenk. Your so full of shit.,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Cenk still wants to have sex with dogs, I can’t believe there are people retarded enough to watch TYT.",1,Republican ADMITS What Is Behind Killing Border Deal
Trump is Putin’s Russian operative.  They tied helping Ukraine to the border deal.  Break it back up.  The border is a false narrative anyway.  Ukraine and the safety of our allies is separate.,0,Republican ADMITS What Is Behind Killing Border Deal
Is anybody buying this crap from the channel named after the perpetrators of the Armenian Genocide?,1,Republican ADMITS What Is Behind Killing Border Deal
The second i saw Ben I downvotted the video!,0,Republican ADMITS What Is Behind Killing Border Deal
"If Trump wants something, his lap dog republicans cave and do it. He wants us to have no border deal so  it is a mess for next election.",0,Republican ADMITS What Is Behind Killing Border Deal
They say barriers don't work so why do they care if Texas wants to put them up,0,Republican ADMITS What Is Behind Killing Border Deal
TYT republicans own the open border and says it’s their fault. He is a complete idiot !,1,Republican ADMITS What Is Behind Killing Border Deal
"Nazi Ben Gleib is saying America needs to commit atrocities against migrants, just like in fascist Israel.",0,Republican ADMITS What Is Behind Killing Border Deal
Why is the guy with beard so irritating ? He's not very understandable reading off a bad script.,0,Republican ADMITS What Is Behind Killing Border Deal
You’re one of the cult leaders Groomers and she’s being recruited along with the other idiots,1,Republican ADMITS What Is Behind Killing Border Deal
Democrats Fake News idiots don’t even know what’s going on 😂,1,Republican ADMITS What Is Behind Killing Border Deal
The Young Turks are Truly Full of Crap,1,Republican ADMITS What Is Behind Killing Border Deal
Way to go texas,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Sink yogurt is fat.,0,Republican ADMITS What Is Behind Killing Border Deal
We should given aid to Ukraine 😮,0,Republican ADMITS What Is Behind Killing Border Deal
Tell your viewers what is in the bill word for word.,0,Republican ADMITS What Is Behind Killing Border Deal
Biden hasn’t done anything that the court… does,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Biden hasn't done anything for 3 years,0,Republican ADMITS What Is Behind Killing Border Deal
Pathetic just pathetic and truly un-American,1,Republican ADMITS What Is Behind Killing Border Deal
Someone needs to tell biden to stop his dumb games get in the basement. And let men like Texas governor do what your stupid self dont want to do anything but say if they would give him more money. That your dam bribe money and use it,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Ironic that Texas and the rest of the former Confederate States, are fighting to protect the country from invasion to keep it intact... and progressive, liberal yankee and west coast trash.. who claim to be patriots, are inviting its destruction and balkanization.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Close the border,0,Republican ADMITS What Is Behind Killing Border Deal
What's this bias bullsh*t?   YoungTurks you can do better.   Oh yeah....ratings.  I get it now.,1,Republican ADMITS What Is Behind Killing Border Deal
Always behind Trump,0,Republican ADMITS What Is Behind Killing Border Deal
"Democrats is not human, democrats super hitler, democrats listen democrats, fuck Biden, Biden is not from America 🇺🇸Biden from China 🇨🇳 + and Iran 🇮🇷, fuck Biden",1,Republican ADMITS What Is Behind Killing Border Deal
Here we go again! Youtube pushing liberal shit in the election year. TYT is the biggest pile of crap on the internet.,1,Republican ADMITS What Is Behind Killing Border Deal
Idiots. All of them. Why are they allowed to even live?,1,Republican ADMITS What Is Behind Killing Border Deal
"Literally, almost every comment here is standing up for Texas.  TYT sucks",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
What a stupid station -their thoughts are not logical!!!!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
This channel sucks,1,Republican ADMITS What Is Behind Killing Border Deal
"But none of the republican morons giving trump top are mad at him for killing it. Natural selection, please hurry up. The wold can do without this garbage.",1,Republican ADMITS What Is Behind Killing Border Deal
"Fuk the court ,they do what 10% Joe tells them as he has threatened them he would do to them what happened to Scalia.Are they getting any of joes cash SCOTUS.SCOTUS is afraid of The Biden Crime family.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
How about enforcing the laws instead of subverting them.,0,Republican ADMITS What Is Behind Killing Border Deal
Latinos for Trump❤ Vote red❤  Vote for America 🇺🇸   Latinos for Vivek VP ❤❤❤,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
If barbed wire cannot be used on the border then it should be illegal everywhere.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Young americans foundation much better news.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Jenk is a scumbag,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Texas has a right to protect their border not the federal government,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
You guys are the most stupidest anti American people in the USA . Now you're blaming the Republicans for 6 million + illegals from 2020-2024. Just let Gov Abbott handle it his way and keep the federalization out of the Texas National Gaurd.,1,Republican ADMITS What Is Behind Killing Border Deal
"McConnell needs to go, he's a rino",0,Republican ADMITS What Is Behind Killing Border Deal
You scumbag democrats created this sh@t show so you can clean up your own mess. You deserve no help of any sort.,1,Republican ADMITS What Is Behind Killing Border Deal
Biden is siding with illegal immigrants over US citizens. He's going to war against you and me. He's an enemy of the USA and should be treated as such.,0,Republican ADMITS What Is Behind Killing Border Deal
These are stupid people close the border don't make it political!!!!,1,Republican ADMITS What Is Behind Killing Border Deal
"Sorry, didn't know I was clicking on a communist dumb ass.",1,Republican ADMITS What Is Behind Killing Border Deal
Tyt enemy from within lefty news 🎉,0,Republican ADMITS What Is Behind Killing Border Deal
"Dude, you are an idiot .",1,Republican ADMITS What Is Behind Killing Border Deal
"only things that came from texas are STEERS and ,well. something that rhymes with steers",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"The mayors of New York, Chicago and Denver said a nonending flow of migrants arriving from the southern border has pushed their cities to the breaking point  WSJ  What went wrong? Immmigrants are not a drain on resources.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Trump is 100% right,0,Republican ADMITS What Is Behind Killing Border Deal
Dude youre a mooron. close the border!!!,1,Republican ADMITS What Is Behind Killing Border Deal
"Pretty slick, show a different channel on the screen and find out it's these idiots that TYT. 🖕",1,Republican ADMITS What Is Behind Killing Border Deal
You cant fix scared and stupid!,1,Republican ADMITS What Is Behind Killing Border Deal
IMPEACH BIDEN AND HIS MAFIA.,0,Republican ADMITS What Is Behind Killing Border Deal
You are a anti America so shut the hell up,1,Republican ADMITS What Is Behind Killing Border Deal
And we order them to fuck around and find out btch it a constitution law,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Not going to happen - the US Constitution says the federal government must protect the sovereignty of the state and the nation,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Stupid people on this show!!!,1,Republican ADMITS What Is Behind Killing Border Deal
suspected illegal???? That's a wide berth for conjecture and profiling.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Totally agree 💯,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
People in Texas like that Republicans ass holes,1,Republican ADMITS What Is Behind Killing Border Deal
"The Republican party has devolved because of a bunch of self-interested phonies who believe in nothing, have no sense of duty, and think lying and immoral behavior is fine as long as it serves their ability to draw a paycheck from the government they often claim to hate.",0,Republican ADMITS What Is Behind Killing Border Deal
A bunch of foreigners telling us to let foreigners in??,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
DEPORT BIDEN TO HELL He’s the monster,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
You guys suck,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
You are just down right stupid . Republicans are not going to send another dime to Ukraine.  That's what in that package deal.,1,Republican ADMITS What Is Behind Killing Border Deal
What a load of 💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩🤮🤮🤮🤮💩💩💩💩💯💩💩💩,0,Republican ADMITS What Is Behind Killing Border Deal
Yeah any deal that's going to grant amnesty to the 9 million of people who illegally crossed the border,0,Republican ADMITS What Is Behind Killing Border Deal
You’re just an idiot like your leaders!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
SCOTUS HAS NO AUTHORITY TO VIOLATE STATE’S RIGHTS TO SECURE IT’S BORDER!! FUCK THE FEDS AND FUCK JOE BIDEN!,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"who is the talking head at 0:30?  This guy is an apologist for the open border.  Please send us your address.  You can have good housekeeping, lawn care and pay for the education and healthcare of illegals.",0,Republican ADMITS What Is Behind Killing Border Deal
"Gee, if it isn't that cnt Laura Ingram. She must have false teeth since all her originals shoulda been knocked out by now. She wears the crown alright....of Queen Btch. Lyin btch at that.",1,Republican ADMITS What Is Behind Killing Border Deal
The thing that killed it was Biden’s possibility of success. Thanks Republicans.,0,Republican ADMITS What Is Behind Killing Border Deal
This country is idiotic!!!,1,Republican ADMITS What Is Behind Killing Border Deal
"Trump cares more about himself. What an idiot. Trump has given up his wealth for his country, unlike Biden, who has given up his country for his personal wealth. TEXANSUPPORTRUMP 2024!",1,Republican ADMITS What Is Behind Killing Border Deal
"No,joke biden and the dumbacrats are resposible for border crisis, and all other demented leftist policies and keep trying to blame republicans for what they created, bunch of liars and theives!",0,Republican ADMITS What Is Behind Killing Border Deal
"Yep, you are stupid.",1,Republican ADMITS What Is Behind Killing Border Deal
Just came here to say the Turks suck Donkey balls,1,Republican ADMITS What Is Behind Killing Border Deal
"Every time I see Ben is in a video, I have to turn off",0,Republican ADMITS What Is Behind Killing Border Deal
Wouldn't surprise me if he doesn't put the wire under water,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Trump has nothing to do with it.  We should not cave to Biden at all, we cannot give Biden Billions for Ukraine or Israel or both.  No matter what.  Shut the Border down.",0,Republican ADMITS What Is Behind Killing Border Deal
And this dude sounds like retardant as he talk  sound retardants hallloo😅,1,Republican ADMITS What Is Behind Killing Border Deal
"No surprise,Gop sucks",1,Republican ADMITS What Is Behind Killing Border Deal
Comforting that SCOTUS has the best interests of the American  citizen in mind,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
the sen will not pass laws pass by congress  held back by demo rat leader  another trader their not in control of the people the people must raise no  and take aim on our land,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
This woman is getting on my nerves i wouldn't watch this little democrat bitch Biden and supreme court can go to hell this is America and they are all comiting HIGH TRESON not TEXAS,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Seriously, that guy is on drugs or terminal cancer??? He used to be my fave but didn’t know he was pro genocide 😒",0,Republican ADMITS What Is Behind Killing Border Deal
A gatling gun is   kinda wicked but it woud be a lethal deterrent but a deterrent nonetheless.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"I don't get it. Abbott has been bussing them around the country whereas Biden's been sending them back into South America, and yet, Biden is the one who is letting them in to these Republican bird brains. 😅",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"That new lady is my energy, i love her...We'll all go down to Texas, Away...Away, Every Texas boy must understand, that he must mind his uncle sam...",0,Republican ADMITS What Is Behind Killing Border Deal
I can't believe these people are trying to act like this massive invasion is anything but a major crisis. Bullshit artists,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Why not find out where most of these people come from (Venezuela maybe) and then try to help that country fix their society so people will not still want to come to the US????,0,Republican ADMITS What Is Behind Killing Border Deal
"PLEASE due an in-depth interview with *Jaeson Jones* on this issue that's going on, with the INVASION of the U.S.A. with the ILLEGAL MIGRANT PUSH from all over the World...if you *actually care to REPORT* on what's really going on!",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"The Young Turds are nothing more than democrat party propaganda! The Young Turds support and are behind the border invasion! The Young Turds are commies! The Young Turds hate America! The Young Turds SUCK! Hey TYT’s, GFY’s!",1,Republican ADMITS What Is Behind Killing Border Deal
"Hey Cenk, why don't you send your TYT interviewers to Chicago and ask black residents how they feel about the border issue?",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
The main thing about everything going on in the world 🌍🌎.. No Antitrust law's apply anymore.. It's Greed and money laundering scammers and Hackers..All the money in the World couldn't save it...nor would I.... HAKUNA MATATA 👽😇🙂🙃🤫,0,Republican ADMITS What Is Behind Killing Border Deal
cheating America is NOT the way to go assholes,1,Republican ADMITS What Is Behind Killing Border Deal
"Why are we pretending to be surprised that Republicans would rather cause problems than solve them, especially if it means working with Democrats? This has been their exact playbook AT LEAST going back to Obama, probably much further.",0,Republican ADMITS What Is Behind Killing Border Deal
More bullshit not surprised,1,Republican ADMITS What Is Behind Killing Border Deal
It's a sell out not a deal. A showpiece that ingrains the problem while pretending to be a solution.,0,Republican ADMITS What Is Behind Killing Border Deal
"Democrats really wanna turn Texas blue so they hoping migrants stay in Texas, but it’s back firing now they got migrants flooding blue states. Good job Democrats",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
You talk stupid shit bud . Just where did you dream up the ignorant views you call facts ??,1,Republican ADMITS What Is Behind Killing Border Deal
This is a Stupid channel... don't waste your time on this Garbage 😉,1,Republican ADMITS What Is Behind Killing Border Deal
The Young Clowns…bunch of losers. Gtfoh. How dumb can you possibly be?,1,Republican ADMITS What Is Behind Killing Border Deal
"It's 2024, Trump has told the Republican congress, not to work with Biden until he's President.",0,Republican ADMITS What Is Behind Killing Border Deal
"Democrats intentionally don't message important points about Repubs because they're on the same team playing 'Good Cop, Bad Cop'  for their audiences... 😒",0,Republican ADMITS What Is Behind Killing Border Deal
All Trump speaks is facts. You people are fools.,1,Republican ADMITS What Is Behind Killing Border Deal
"LOL. Yes, lets give the government more power. Any proponent of giving the government even more unconstitutional power, than it already has, is an absolute goof with zero knowledge of history OR they wish to be on the side that ends up losing in the end.",0,Republican ADMITS What Is Behind Killing Border Deal
I thought it was Joe but it’s the whole democrats that wants to destroy America with their stupid mentality,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"Just know if Texas doesn't stop this, Texans will.",0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Young turks suck,1,Republican ADMITS What Is Behind Killing Border Deal
You guys are twisting all the words that Trump has been saying I'm pretty sure this is considered fake news i know as a investigative journalist myself,0,Republican ADMITS What Is Behind Killing Border Deal
You are an idiot sir I don't know how y'all can sit there and act and pretend that Democrat care about this country and any Democratic rights for it's people they only care about power and control,1,Republican ADMITS What Is Behind Killing Border Deal
"Cenk go back to Türkiye, last thing this country needs is another leftist turkey.",0,Republican ADMITS What Is Behind Killing Border Deal
Bunch of BS. We should dump all illegals in to the Whitehouse see how well they like that shit .,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
"You really just compared abortion to the security of the entire country or, in this case, particularly the state of Texas?!   You are useful idiots incapable of logical thought.  You are part of the problem.",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
what's wrong with these moron judges...their ethical values are so messed up,1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
You evidently are in favor of an invasion.  Foe what reason?,0,Republican ADMITS What Is Behind Killing Border Deal
Such a load of crap you guys are selling!!,1,Republican ADMITS What Is Behind Killing Border Deal
"Dude, you are full of crap! It’s so easy for you to stick with the dumbass biden goons and leftist commies. You are totally Un American and should be in jail for treason like the rest of the corrupt leftists’!",1,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
The same is going to happen whenever they rule Trump ineligible!,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
Unbelievable Mickey Mouse is running this country. COMMON SENSE. Where is it? This used to be America.,0,SCOTUS Orders U.S. Southern Border Razor Wire To Be Cut
